Radial grid size: 150	Angular grid size: 80	Radial substeps: 80

Q: 1.00000e28 mol/s	Parent dissociative lifetime: 1.33000e6 s	Parent total lifetime: 1.33000e6 s	Parent outflow velocity: 5.00000e2 m/s
Parent cross sectional area: 3.00000e-20 m^2	Fragment total lifetime: 2.60000e6 s	Fragment velocity: 8.00000e2 m/s
Parent destruction level: 99.0%	Fragment destruction level: 95.0%

Collision sphere radius: 1.50000e2 km
Coma radius: 7.06906e6 km
Max grid extent: 2.16772e7 km

r (meters)											volume density (1/m^3)
6.6837772003335550427436829e7,	6.4795348480289483017457997e-1,	2.1233342412398275337181985e5
6.6837772003335550427436829e7,	6.8722339297276724412455451e-1,	1.9560874683221304439939559e5
6.6837772003335550427436829e7,	7.2649330114263965807452905e-1,	1.8076298823609281680546701e5
6.6837772003335550427436829e7,	7.6576320931251207202450360e-1,	1.6750551788981133722700179e5
6.6837772003335550427436829e7,	8.0503311748238448597447814e-1,	1.5560262972184503450989723e5
6.6837772003335550427436829e7,	8.4430302565225689992445268e-1,	1.4486432702645100653171539e5
6.6837772003335550427436829e7,	8.8357293382212931387442723e-1,	1.3513462729044831939972937e5
6.6837772003335550427436829e7,	9.2284284199200172782440177e-1,	1.2628433883954664634075016e5
6.6837772003335550427436829e7,	9.6211275016187414177437631e-1,	1.1820560319665668066591024e5
6.6837772003335550427436829e7,	1.0013826583317464447020484e0,	1.1080771835890950751490891e5
6.6837772003335550427436829e7,	1.0406525665016190806966279e0,	1.0401390441013066447339952e5
6.6837772003335550427436829e7,	1.0799224746714912726019975e0,	9.7758771293967249221168458e4
6.6837772003335550427436829e7,	1.1191923828413639085965769e0,	9.1986315949925367021933198e4
6.6837772003335550427436829e7,	1.1584622910112361005019466e0,	8.6648322879988103522919118e4
6.6837772003335550427436829e7,	1.1977321991811087364965260e0,	8.1703075294020585715770721e4
6.6837772003335550427436829e7,	1.2370021073509809284018957e0,	7.7114307654996693599969149e4
6.6837772003335550427436829e7,	1.2762720155208535643964751e0,	7.2850347603906979202292860e4
6.6837772003335550427436829e7,	1.3155419236907257563018447e0,	6.8883407829478761414065957e4
6.6837772003335550427436829e7,	1.3548118318605983922964242e0,	6.5188997777409022091887891e4
6.6837772003335550427436829e7,	1.3940817400304705842017938e0,	6.1745432073053591011557728e4
6.6837772003335550427436829e7,	1.4333516482003432201963733e0,	5.8533417789211700437590480e4
6.6837772003335550427436829e7,	1.4726215563702154121017429e0,	5.5535706668543964042328298e4
6.6837772003335550427436829e7,	1.5118914645400880480963224e0,	5.2736801422993572487030178e4
6.6837772003335550427436829e7,	1.5511613727099602400016920e0,	5.0122707508881663670763373e4
6.6837772003335550427436829e7,	1.5904312808798328759962715e0,	4.7680723486316477647051215e4
6.6837772003335550427436829e7,	1.6297011890497050679016411e0,	4.5399264345981733640655875e4
6.6837772003335550427436829e7,	1.6689710972195777038962206e0,	4.3267713129030860727652907e4
6.6837772003335550427436829e7,	1.7082410053894498958015902e0,	4.1276296861206115863751620e4
6.6837772003335550427436829e7,	1.7475109135593225317961696e0,	3.9415983339952217647805810e4
6.6837772003335550427436829e7,	1.7867808217291947237015393e0,	3.7678395709910386358387768e4
6.6837772003335550427436829e7,	1.8260507298990673596961187e0,	3.6055742082523254794068635e4
6.6837772003335550427436829e7,	1.8653206380689395516014883e0,	3.4540757732908939942717552e4
6.6837772003335550427436829e7,	1.9045905462388121875960678e0,	3.3126657664293197740335017e4
6.6837772003335550427436829e7,	1.9438604544086843795014374e0,	3.1807097580196710623567924e4
6.6837772003335550427436829e7,	1.9831303625785567934514120e0,	3.0576141552490615140413865e4
6.6837772003335550427436829e7,	2.0224002707484292074013865e0,	2.9428234918830112292198464e4
6.6837772003335550427436829e7,	2.0616701789183018433959660e0,	2.8358181181720654421951622e4
6.6837772003335550427436829e7,	2.1009400870881744793905455e0,	2.7361121907848308183019981e4
6.6837772003335550427436829e7,	2.1402099952580462272067052e0,	2.6432518834585793229052797e4
6.6837772003335550427436829e7,	2.1794799034279188632012847e0,	2.5568137576153341797180474e4
6.6837772003335550427436829e7,	2.2187498115977914991958642e0,	2.4764032481833408382954076e4
6.6837772003335550427436829e7,	2.2580197197676641351904436e0,	2.4016532331818627426400781e4
6.6837772003335550427436829e7,	2.2972896279375358830066034e0,	2.3322226663298148196190596e4
6.6837772003335550427436829e7,	2.3365595361074085190011829e0,	2.2677952602162738912738860e4
7.4861216909024566411972046e7,	1.9634954084936206974987272e-2,	8.7286072292978987097740173e6
7.4861216909024566411972046e7,	5.8904862254808620924961815e-2,	2.8667294565200060606002808e6
7.4861216909024566411972046e7,	9.8174770424681034874936358e-2,	1.6864486932228677906095982e6
7.4861216909024566411972046e7,	1.3744467859455344882491090e-1,	1.1796850914503301028162241e6
7.4861216909024566411972046e7,	1.7671458676442586277488545e-1,	8.9807444483881443738937378e5
7.4861216909024566411972046e7,	2.1598449493429827672485999e-1,	7.1898409515784552786499262e5
7.4861216909024566411972046e7,	2.5525440310417069067483453e-1,	5.9516199316781177185475826e5
7.4861216909024566411972046e7,	2.9452431127404310462480908e-1,	5.0452759545375121524557471e5
7.4861216909024566411972046e7,	3.3379421944391551857478362e-1,	4.3537870200567325809970498e5
7.4861216909024566411972046e7,	3.7306412761378793252475816e-1,	3.8093437446350877871736884e5
7.4861216909024566411972046e7,	4.1233403578366034647473271e-1,	3.3699380062082840595394373e5
7.4861216909024566411972046e7,	4.5160394395353276042470725e-1,	3.0081565861837501870468259e5
7.4861216909024566411972046e7,	4.9087385212340517437468179e-1,	2.7053494884705514414235950e5
7.4861216909024566411972046e7,	5.3014376029327758832465634e-1,	2.4483879392579384148120880e5
7.4861216909024566411972046e7,	5.6941366846315000227463088e-1,	2.2277627417147436062805355e5
7.4861216909024566411972046e7,	6.0868357663302241622460542e-1,	2.0364180957732157548889518e5
7.4861216909024566411972046e7,	6.4795348480289483017457997e-1,	1.8690090968553704442456365e5
7.4861216909024566411972046e7,	6.8722339297276724412455451e-1,	1.7214135699089156696572900e5
7.4861216909024566411972046e7,	7.2649330114263965807452905e-1,	1.5904020778152137063443661e5
7.4861216909024566411972046e7,	7.6576320931251207202450360e-1,	1.4734093675153897493146360e5
7.4861216909024566411972046e7,	8.0503311748238448597447814e-1,	1.3683726428213022882118821e5
7.4861216909024566411972046e7,	8.4430302565225689992445268e-1,	1.2736149218558214488439262e5
7.4861216909024566411972046e7,	8.8357293382212931387442723e-1,	1.1877594614512613043189049e5
7.4861216909024566411972046e7,	9.2284284199200172782440177e-1,	1.1096659987311254371888936e5
7.4861216909024566411972046e7,	9.6211275016187414177437631e-1,	1.0383825776442883943673223e5
7.4861216909024566411972046e7,	1.0013826583317464447020484e0,	9.7310868150040332693606615e4
7.4861216909024566411972046e7,	1.0406525665016190806966279e0,	9.1316668300966775859706104e4
7.4861216909024566411972046e7,	1.0799224746714912726019975e0,	8.5797949190694766002707183e4
7.4861216909024566411972046e7,	1.1191923828413639085965769e0,	8.0705287494053714908659458e4
7.4861216909024566411972046e7,	1.1584622910112361005019466e0,	7.5996133667122878250665963e4
7.4861216909024566411972046e7,	1.1977321991811087364965260e0,	7.1633674152557723573409021e4
7.4861216909024566411972046e7,	1.2370021073509809284018957e0,	6.7585906651031371438875794e4
7.4861216909024566411972046e7,	1.2762720155208535643964751e0,	6.3824882546213404566515237e4
7.4861216909024566411972046e7,	1.3155419236907257563018447e0,	6.0326081680452487489674240e4
7.4861216909024566411972046e7,	1.3548118318605983922964242e0,	5.7067892914191717864014208e4
7.4861216909024566411972046e7,	1.3940817400304705842017938e0,	5.4031180063149164197966456e4
7.4861216909024566411972046e7,	1.4333516482003432201963733e0,	5.1198917448342064744792879e4
7.4861216909024566411972046e7,	1.4726215563702154121017429e0,	4.8555882804976106854155660e4
7.4861216909024566411972046e7,	1.5118914645400880480963224e0,	4.6088397954811545787379146e4
7.4861216909024566411972046e7,	1.5511613727099602400016920e0,	4.3784109654604559182189405e4
7.4861216909024566411972046e7,	1.5904312808798328759962715e0,	4.1631804540888690098654479e4
7.4861216909024566411972046e7,	1.6297011890497050679016411e0,	3.9621253214287004084326327e4
7.4861216909024566411972046e7,	1.6689710972195777038962206e0,	3.7743079336483941006008536e4
7.4861216909024566411972046e7,	1.7082410053894498958015902e0,	3.5988650224719342077150941e4
7.4861216909024566411972046e7,	1.7475109135593225317961696e0,	3.4349985883744848251808435e4
7.4861216909024566411972046e7,	1.7867808217291947237015393e0,	3.2819683763820692547596991e4
7.4861216909024566411972046e7,	1.8260507298990673596961187e0,	3.1390856815149352769367397e4
7.4861216909024566411972046e7,	1.8653206380689395516014883e0,	3.0057082653636756731430069e4
7.4861216909024566411972046e7,	1.9045905462388121875960678e0,	2.8812361879990628949599341e4
7.4861216909024566411972046e7,	1.9438604544086843795014374e0,	2.7651083815382113243686035e4
7.4861216909024566411972046e7,	1.9831303625785567934514120e0,	2.6567998136722537310561165e4
7.4861216909024566411972046e7,	2.0224002707484292074013865e0,	2.5558191112441483710426837e4
7.4861216909024566411972046e7,	2.0616701789183018433959660e0,	2.4617065351721175829879940e4
7.4861216909024566411972046e7,	2.1009400870881744793905455e0,	2.3740322181277042545843869e4
7.4861216909024566411972046e7,	2.1402099952580462272067052e0,	2.2923945948828000837238505e4
7.4861216909024566411972046e7,	2.1794799034279188632012847e0,	2.2164189717231736722169444e4
7.4861216909024566411972046e7,	2.2187498115977914991958642e0,	2.1457561955243749252986163e4
7.4861216909024566411972046e7,	2.2580197197676641351904436e0,	2.0800813949020935979206115e4
7.4861216909024566411972046e7,	2.2972896279375358830066034e0,	2.0190927753359792404808104e4
7.4861216909024566411972046e7,	2.3365595361074085190011829e0,	1.9625104574935754499165341e4
8.3847824802124559879302979e7,	1.9634954084936206974987272e-2,	7.6898749490565415471792221e6
8.3847824802124559879302979e7,	5.8904862254808620924961815e-2,	2.5257614116453528404235840e6
8.3847824802124559879302979e7,	9.8174770424681034874936358e-2,	1.4858024776912031229585409e6
8.3847824802124559879302979e7,	1.3744467859455344882491090e-1,	1.0392396012037919135764241e6
8.3847824802124559879302979e7,	1.7671458676442586277488545e-1,	7.9106485832524148281663656e5
8.3847824802124559879302979e7,	2.1598449493429827672485999e-1,	6.3323050073674099985510111e5
8.3847824802124559879302979e7,	2.5525440310417069067483453e-1,	5.2410131737076811259612441e5
8.3847824802124559879302979e7,	2.9452431127404310462480908e-1,	4.4422026339701446704566479e5
8.3847824802124559879302979e7,	3.3379421944391551857478362e-1,	3.8327497699393512448295951e5
8.3847824802124559879302979e7,	3.7306412761378793252475816e-1,	3.3528959778896730858832598e5
8.3847824802124559879302979e7,	4.1233403578366034647473271e-1,	2.9656192002922605024650693e5
8.3847824802124559879302979e7,	4.5160394395353276042470725e-1,	2.6467592225220950786024332e5
8.3847824802124559879302979e7,	4.9087385212340517437468179e-1,	2.3798787583354517119005322e5
8.3847824802124559879302979e7,	5.3014376029327758832465634e-1,	2.1534064679402369074523449e5
8.3847824802124559879302979e7,	5.6941366846315000227463088e-1,	1.9589610919372053467668593e5
8.3847824802124559879302979e7,	6.0868357663302241622460542e-1,	1.7903236974329315125942230e5
8.3847824802124559879302979e7,	6.4795348480289483017457997e-1,	1.6427832942545466357842088e5
8.3847824802124559879302979e7,	6.8722339297276724412455451e-1,	1.5127065929088037228211761e5
8.3847824802124559879302979e7,	7.2649330114263965807452905e-1,	1.3972471630320831900462508e5
8.3847824802124559879302979e7,	7.6576320931251207202450360e-1,	1.2941439919825117976870388e5
8.3847824802124559879302979e7,	8.0503311748238448597447814e-1,	1.2015789410185834276489913e5
8.3847824802124559879302979e7,	8.4430302565225689992445268e-1,	1.1180739373818421154282987e5
8.3847824802124559879302979e7,	8.8357293382212931387442723e-1,	1.0424155479557234502863139e5
8.3847824802124559879302979e7,	9.2284284199200172782440177e-1,	9.7359878214113952708430588e4
8.3847824802124559879302979e7,	9.6211275016187414177437631e-1,	9.1078463103074391256086528e4
8.3847824802124559879302979e7,	1.0013826583317464447020484e0,	8.5326757148060278268530965e4
8.3847824802124559879302979e7,	1.0406525665016190806966279e0,	8.0045040103995357640087605e4
8.3847824802124559879302979e7,	1.0799224746714912726019975e0,	7.5182453524856697185896337e4
8.3847824802124559879302979e7,	1.1191923828413639085965769e0,	7.0695442297982022864744067e4
8.3847824802124559879302979e7,	1.1584622910112361005019466e0,	6.6546510011900056269951165e4
8.3847824802124559879302979e7,	1.1977321991811087364965260e0,	6.2703215924354844901245087e4
8.3847824802124559879302979e7,	1.2370021073509809284018957e0,	5.9137359716318082064390182e4
8.3847824802124559879302979e7,	1.2762720155208535643964751e0,	5.5824313569221005309373140e4
8.3847824802124559879302979e7,	1.3155419236907257563018447e0,	5.2742470895780534192454070e4
8.3847824802124559879302979e7,	1.3548118318605983922964242e0,	4.9872788314701152557972819e4
8.3847824802124559879302979e7,	1.3940817400304705842017938e0,	4.7198402890364166523795575e4
8.3847824802124559879302979e7,	1.4333516482003432201963733e0,	4.4704310749380063498392701e4
8.3847824802124559879302979e7,	1.4726215563702154121017429e0,	4.2377096280106750782579184e4
8.3847824802124559879302979e7,	1.5118914645400880480963224e0,	4.0204703463715413818135858e4
8.3847824802124559879302979e7,	1.5511613727099602400016920e0,	3.8176242653935674752574414e4
8.3847824802124559879302979e7,	1.5904312808798328759962715e0,	3.6281827449768075894098729e4
8.3847824802124559879302979e7,	1.6297011890497050679016411e0,	3.4512437293197537655942142e4
8.3847824802124559879302979e7,	1.6689710972195777038962206e0,	3.2859802153321114019490778e4
8.3847824802124559879302979e7,	1.7082410053894498958015902e0,	3.1316306195407716586487368e4
8.3847824802124559879302979e7,	1.7475109135593225317961696e0,	2.9874907732677311287261546e4
8.3847824802124559879302979e7,	1.7867808217291947237015393e0,	2.8529073064439795416546986e4
8.3847824802124559879302979e7,	1.8260507298990673596961187e0,	2.7272722051699118310352787e4
8.3847824802124559879302979e7,	1.8653206380689395516014883e0,	2.6100183496455654676537961e4
8.3847824802124559879302979e7,	1.9045905462388121875960678e0,	2.5006158591292998607968912e4
8.3847824802124559879302979e7,	1.9438604544086843795014374e0,	2.3985690901465135539183393e4
8.3847824802124559879302979e7,	1.9831303625785567934514120e0,	2.3034141536464208911638707e4
8.3847824802124559879302979e7,	2.0224002707484292074013865e0,	2.2147168361294618080137298e4
8.3847824802124559879302979e7,	2.0616701789183018433959660e0,	2.1320708285944547242252156e4
8.3847824802124559879302979e7,	2.1009400870881744793905455e0,	2.0550961850156549189705402e4
8.3847824802124559879302979e7,	2.1402099952580462272067052e0,	1.9834379484924578719073907e4
8.3847824802124559879302979e7,	2.1794799034279188632012847e0,	1.9167648978471395821543410e4
8.3847824802124559879302979e7,	2.2187498115977914991958642e0,	1.8547683800435868761269376e4
8.3847824802124559879302979e7,	2.2580197197676641351904436e0,	1.7971612042760236363392323e4
8.3847824802124559879302979e7,	2.2972896279375358830066034e0,	1.7436765819785359781235456e4
8.3847824802124559879302979e7,	2.3365595361074085190011829e0,	1.6940671034865401452407241e4
9.3913217208205029368400574e7,	1.9634954084936206974987272e-2,	6.7639353594917748123407364e6
9.3913217208205029368400574e7,	5.8904862254808620924961815e-2,	2.2218324192908783443272114e6
9.3913217208205029368400574e7,	9.8174770424681034874936358e-2,	1.3069707301716362126171589e6
9.3913217208205029368400574e7,	1.3744467859455344882491090e-1,	9.1408042363417823798954487e5
9.3913217208205029368400574e7,	1.7671458676442586277488545e-1,	6.9571721547775308135896921e5
9.3913217208205029368400574e7,	2.1598449493429827672485999e-1,	5.5683527037366747390478849e5
9.3913217208205029368400574e7,	2.5525440310417069067483453e-1,	4.6080678242699435213580728e5
9.3913217208205029368400574e7,	2.9452431127404310462480908e-1,	3.9051366402251151157543063e5
9.3913217208205029368400574e7,	3.3379421944391551857478362e-1,	3.3688271707901213085278869e5
9.3913217208205029368400574e7,	3.7306412761378793252475816e-1,	2.9465591911437816452234983e5
9.3913217208205029368400574e7,	4.1233403578366034647473271e-1,	2.6057566453517635818570852e5
9.3913217208205029368400574e7,	4.5160394395353276042470725e-1,	2.3251601160095498198643327e5
9.3913217208205029368400574e7,	4.9087385212340517437468179e-1,	2.0903055336419271770864725e5
9.3913217208205029368400574e7,	5.3014376029327758832465634e-1,	1.8910104654302680864930153e5
9.3913217208205029368400574e7,	5.6941366846315000227463088e-1,	1.7198995567725374712608755e5
9.3913217208205029368400574e7,	6.0868357663302241622460542e-1,	1.5715002065973557182587683e5
9.3913217208205029368400574e7,	6.4795348480289483017457997e-1,	1.4416667587704138713888824e5
9.3913217208205029368400574e7,	6.8722339297276724412455451e-1,	1.3272019142133835703134537e5
9.3913217208205029368400574e7,	7.2649330114263965807452905e-1,	1.2256008035562017175834626e5
9.3913217208205029368400574e7,	7.6576320931251207202450360e-1,	1.1348737258679671504069120e5
9.3913217208205029368400574e7,	8.0503311748238448597447814e-1,	1.0534207140778051689267159e5
9.3913217208205029368400574e7,	8.4430302565225689992445268e-1,	9.7994106621592247392982244e4
9.3913217208205029368400574e7,	8.8357293382212931387442723e-1,	9.1336697136903807404451072e4
9.3913217208205029368400574e7,	9.2284284199200172782440177e-1,	8.5281405662982637295499444e4
9.3913217208205029368400574e7,	9.6211275016187414177437631e-1,	7.9754402145906642545014620e4
9.3913217208205029368400574e7,	1.0013826583317464447020484e0,	7.4693604073218957637436688e4
9.3913217208205029368400574e7,	1.0406525665016190806966279e0,	7.0046461858184571610763669e4
9.3913217208205029368400574e7,	1.0799224746714912726019975e0,	6.5768224881410424131900072e4
9.3913217208205029368400574e7,	1.1191923828413639085965769e0,	6.1820569893824234895873815e4
9.3913217208205029368400574e7,	1.1584622910112361005019466e0,	5.8170505570802917645778507e4
9.3913217208205029368400574e7,	1.1977321991811087364965260e0,	5.4789489656768506392836571e4
9.3913217208205029368400574e7,	1.2370021073509809284018957e0,	5.1652711348928591178264469e4
9.3913217208205029368400574e7,	1.2762720155208535643964751e0,	4.8738503318729090096894652e4
9.3913217208205029368400574e7,	1.3155419236907257563018447e0,	4.6027856388186708500143141e4
9.3913217208205029368400574e7,	1.3548118318605983922964242e0,	4.3504016267497878288850188e4
9.3913217208205029368400574e7,	1.3940817400304705842017938e0,	4.1152146539761997701134533e4
9.3913217208205029368400574e7,	1.4333516482003432201963733e0,	3.8959045678505033720284700e4
9.3913217208205029368400574e7,	1.4726215563702154121017429e0,	3.6912908606183409574441612e4
9.3913217208205029368400574e7,	1.5118914645400880480963224e0,	3.5003125362346239853650331e4
9.3913217208205029368400574e7,	1.5511613727099602400016920e0,	3.3220111005120226764120162e4
9.3913217208205029368400574e7,	1.5904312808798328759962715e0,	3.1555162035845783975673839e4
9.3913217208205029368400574e7,	1.6297011890497050679016411e0,	3.0000335503894883004250005e4
9.3913217208205029368400574e7,	1.6689710972195777038962206e0,	2.8548347588420550891896710e4
9.3913217208205029368400574e7,	1.7082410053894498958015902e0,	2.7192488924366873106919229e4
9.3913217208205029368400574e7,	1.7475109135593225317961696e0,	2.5926554289600266201887280e4
9.3913217208205029368400574e7,	1.7867808217291947237015393e0,	2.4744784537748044385807589e4
9.3913217208205029368400574e7,	1.8260507298990673596961187e0,	2.3641818878188354574376717e4
9.3913217208205029368400574e7,	1.8653206380689395516014883e0,	2.2612655793592242844169959e4
9.3913217208205029368400574e7,	1.9045905462388121875960678e0,	2.1652621061919639032566920e4
9.3913217208205029368400574e7,	1.9438604544086843795014374e0,	2.0757341522587408690014854e4
9.3913217208205029368400574e7,	1.9831303625785567934514120e0,	1.9922723398945716326124966e4
9.3913217208205029368400574e7,	2.0224002707484292074013865e0,	1.9144934160512122616637498e4
9.3913217208205029368400574e7,	2.0616701789183018433959660e0,	1.8420387075443479261593893e4
9.3913217208205029368400574e7,	2.1009400870881744793905455e0,	1.7745727762239159346790984e4
9.3913217208205029368400574e7,	2.1402099952580462272067052e0,	1.7117822195501001260709018e4
9.3913217208205029368400574e7,	2.1794799034279188632012847e0,	1.6533745750386922736652195e4
9.3913217208205029368400574e7,	2.2187498115977914991958642e0,	1.5990772982088226854102686e4
9.3913217208205029368400574e7,	2.2580197197676641351904436e0,	1.5486367929459809602121823e4
9.3913217208205029368400574e7,	2.2972896279375358830066034e0,	1.5018174806270068074809387e4
9.3913217208205029368400574e7,	2.3365595361074085190011829e0,	1.4584009000777086839661933e4
1.0518689527378198504447937e8,	1.9634954084936206974987272e-2,	5.9388504387743789702653885e6
1.0518689527378198504447937e8,	5.8904862254808620924961815e-2,	1.9510228063200949691236019e6
1.0518689527378198504447937e8,	9.8174770424681034874936358e-2,	1.1476455953229104634374380e6
1.0518689527378198504447937e8,	1.3744467859455344882491090e-1,	8.0259073093220277223736048e5
1.0518689527378198504447937e8,	1.7671458676442586277488545e-1,	6.1079816932396439369767904e5
1.0518689527378198504447937e8,	2.1598449493429827672485999e-1,	4.8880863615173124708235264e5
1.0518689527378198504447937e8,	2.5525440310417069067483453e-1,	4.0445686320316221099346876e5
1.0518689527378198504447937e8,	2.9452431127404310462480908e-1,	3.4270933320182235911488533e5
1.0518689527378198504447937e8,	3.3379421944391551857478362e-1,	2.9559730720426031621173024e5
1.0518689527378198504447937e8,	3.7306412761378793252475816e-1,	2.5850260580263703013770282e5
1.0518689527378198504447937e8,	4.1233403578366034647473271e-1,	2.2856393817084914189763367e5
1.0518689527378198504447937e8,	4.5160394395353276042470725e-1,	2.0391394993641367182135582e5
1.0518689527378198504447937e8,	4.9087385212340517437468179e-1,	1.8328213936036510858684778e5
1.0518689527378198504447937e8,	5.3014376029327758832465634e-1,	1.6577408158086735056713223e5
1.0518689527378198504447937e8,	5.6941366846315000227463088e-1,	1.5074191617083409801125526e5
1.0518689527378198504447937e8,	6.0868357663302241622460542e-1,	1.3770491710306768072769046e5
1.0518689527378198504447937e8,	6.4795348480289483017457997e-1,	1.2629891646451334236189723e5
1.0518689527378198504447937e8,	6.8722339297276724412455451e-1,	1.1624305061341977852862328e5
1.0518689527378198504447937e8,	7.2649330114263965807452905e-1,	1.0731728016613687213975936e5
1.0518689527378198504447937e8,	7.6576320931251207202450360e-1,	9.9346819682257846579886973e4
1.0518689527378198504447937e8,	8.0503311748238448597447814e-1,	9.2191119632775327772833407e4
1.0518689527378198504447937e8,	8.4430302565225689992445268e-1,	8.5735919665256180451251566e4
1.0518689527378198504447937e8,	8.8357293382212931387442723e-1,	7.9887418282981569063849747e4
1.0518689527378198504447937e8,	9.2284284199200172782440177e-1,	7.4567928816226340131834149e4
1.0518689527378198504447937e8,	9.6211275016187414177437631e-1,	6.9712597113932773936539888e4
1.0518689527378198504447937e8,	1.0013826583317464447020484e0,	6.5266889445195127336774021e4
1.0518689527378198504447937e8,	1.0406525665016190806966279e0,	6.1184647012113164237234741e4
1.0518689527378198504447937e8,	1.0799224746714912726019975e0,	5.7426562649643790791742504e4
1.0518689527378198504447937e8,	1.1191923828413639085965769e0,	5.3958975805087211483623832e4
1.0518689527378198504447937e8,	1.1584622910112361005019466e0,	5.0752910074046536465175450e4
1.0518689527378198504447937e8,	1.1977321991811087364965260e0,	4.7783297465315066801849753e4
1.0518689527378198504447937e8,	1.2370021073509809284018957e0,	4.5028347805907797010149807e4
1.0518689527378198504447937e8,	1.2762720155208535643964751e0,	4.2469032019133032008539885e4
1.0518689527378198504447937e8,	1.3155419236907257563018447e0,	4.0088655579779144318308681e4
1.0518689527378198504447937e8,	1.3548118318605983922964242e0,	3.7872504063319902343209833e4
1.0518689527378198504447937e8,	1.3940817400304705842017938e0,	3.5807546904631642973981798e4
1.0518689527378198504447937e8,	1.4333516482003432201963733e0,	3.3882188643843415775336325e4
1.0518689527378198504447937e8,	1.4726215563702154121017429e0,	3.2086059328003040718613192e4
1.0518689527378198504447937e8,	1.5118914645400880480963224e0,	3.0409837546352075150934979e4
1.0518689527378198504447937e8,	1.5511613727099602400016920e0,	2.8845100941613465693080798e4
1.0518689527378198504447937e8,	1.5904312808798328759962715e0,	2.7384200062369571242015809e4
1.0518689527378198504447937e8,	1.6297011890497050679016411e0,	2.6020152181387955351965502e4
1.0518689527378198504447937e8,	1.6689710972195777038962206e0,	2.4746552264586280216462910e4
1.0518689527378198504447937e8,	1.7082410053894498958015902e0,	2.3557498686648104921914637e4
1.0518689527378198504447937e8,	1.7475109135593225317961696e0,	2.2447531594538409990491346e4
1.0518689527378198504447937e8,	1.7867808217291947237015393e0,	2.1411582053944443032378331e4
1.0518689527378198504447937e8,	1.8260507298990673596961187e0,	2.0444930303273053141310811e4
1.0518689527378198504447937e8,	1.8653206380689395516014883e0,	1.9543171605487888882635161e4
1.0518689527378198504447937e8,	1.9045905462388121875960678e0,	1.8702188343323858134681359e4
1.0518689527378198504447937e8,	1.9438604544086843795014374e0,	1.7918127155903013772331178e4
1.0518689527378198504447937e8,	1.9831303625785567934514120e0,	1.7187380067273479653522372e4
1.0518689527378198504447937e8,	2.0224002707484292074013865e0,	1.6506568709149265487212688e4
1.0518689527378198504447937e8,	2.0616701789183018433959660e0,	1.5872530888218172549386509e4
1.0518689527378198504447937e8,	2.1009400870881744793905455e0,	1.5282308888971756459795870e4
1.0518689527378198504447937e8,	2.1402099952580462272067052e0,	1.4733139032341305210138671e4
1.0518689527378198504447937e8,	2.1794799034279188632012847e0,	1.4222442125501200280268677e4
1.0518689527378198504447937e8,	2.2187498115977914991958642e0,	1.3747814537148731687921099e4
1.0518689527378198504447937e8,	2.2580197197676641351904436e0,	1.3307019714696776645723730e4
1.0518689527378198504447937e8,	2.2972896279375358830066034e0,	1.2897980025514303633826785e4
1.0518689527378198504447937e8,	2.3365595361074085190011829e0,	1.2518768854844000088633038e4
1.1781390592559677362442017e8,	1.9634954084936206974987272e-2,	5.2039739314274331554770470e6
1.1781390592559677362442017e8,	5.8904862254808620924961815e-2,	1.7098368803238561376929283e6
1.1781390592559677362442017e8,	9.8174770424681034874936358e-2,	1.0057686790226069279015064e6
1.1781390592559677362442017e8,	1.3744467859455344882491090e-1,	7.0332827844436734449118376e5
1.1781390592559677362442017e8,	1.7671458676442586277488545e-1,	5.3520737646272929850965738e5
1.1781390592559677362442017e8,	2.1598449493429827672485999e-1,	4.2826741829234402393922210e5
1.1781390592559677362442017e8,	2.5525440310417069067483453e-1,	3.5431838480402296409010887e5
1.1781390592559677362442017e8,	2.9452431127404310462480908e-1,	3.0018383020675455918535590e5
1.1781390592559677362442017e8,	3.3379421944391551857478362e-1,	2.5887900696680558030493557e5
1.1781390592559677362442017e8,	3.7306412761378793252475816e-1,	2.2635582373866732814349234e5
1.1781390592559677362442017e8,	4.1233403578366034647473271e-1,	2.0010611638804766698740423e5
1.1781390592559677362442017e8,	4.5160394395353276042470725e-1,	1.7849294674080461845733225e5
1.1781390592559677362442017e8,	4.9087385212340517437468179e-1,	1.6040255777375600882805884e5
1.1781390592559677362442017e8,	5.3014376029327758832465634e-1,	1.4505085659867324284277856e5
1.1781390592559677362442017e8,	5.6941366846315000227463088e-1,	1.3186988962169078877195716e5
1.1781390592559677362442017e8,	6.0868357663302241622460542e-1,	1.2043821629990712972357869e5
1.1781390592559677362442017e8,	6.4795348480289483017457997e-1,	1.1043657465848811261821538e5
1.1781390592559677362442017e8,	6.8722339297276724412455451e-1,	1.0161873109968620701692998e5
1.1781390592559677362442017e8,	7.2649330114263965807452905e-1,	9.3791774332995279110036790e4
1.1781390592559677362442017e8,	7.6576320931251207202450360e-1,	8.6802466260612272890284657e4
1.1781390592559677362442017e8,	8.0503311748238448597447814e-1,	8.0527583356484014075249434e4
1.1781390592559677362442017e8,	8.4430302565225689992445268e-1,	7.4866950323884622775949538e4
1.1781390592559677362442017e8,	8.8357293382212931387442723e-1,	6.9738328987340049934573472e4
1.1781390592559677362442017e8,	9.2284284199200172782440177e-1,	6.5073610056947247358039021e4
1.1781390592559677362442017e8,	9.6211275016187414177437631e-1,	6.0815935587397092604078352e4
